,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
89,2,2015-01-15 14:00:45,2015-01-15 14:10:24,1,1.2,-73.9940032959,40.7513504028,1,N,-73.9813537598,40.7611236572,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
90,2,2015-01-15 14:00:45,2015-01-15 14:16:31,2,1.18,-74.0064163208,40.739654541,1,N,-73.9899139404,40.7383956909,1,10.5,0.0,0.5,2.1,0.0,0.3,13.4
91,2,2015-01-15 14:00:45,2015-01-15 14:47:12,1,10.89,-74.0064086914,40.7397651672,1,N,-73.8711929321,40.7742118835,1,40.5,0.0,0.5,9.17,5.33,0.3,55.8
92,2,2015-01-15 14:00:46,2015-01-15 14:41:54,6,10.39,-73.9930953979,40.7472572327,1,N,-73.8648300171,40.7703208923,1,38.0,0.0,0.5,10.83,5.33,0.3,54.96
93,2,2015-01-15 14:00:46,2015-01-15 14:33:02,5,2.96,-73.9627304077,40.7741699219,1,N,-73.9933319092,40.7498703003,2,20.5,0.0,0.5,0.0,0.0,0.3,21.3
94,2,2015-01-15 14:00:46,2015-01-15 14:10:09,1,1.18,-73.9825592041,40.7732009888,1,N,-73.9641265869,40.7647094727,1,8.0,0.0,0.5,1.6,0.0,0.3,10.4
95,2,2015-01-15 14:00:46,2015-01-15 14:14:51,1,1.62,-73.9761810303,40.7512054443,1,N,-73.9863739014,40.7665863037,1,10.5,0.0,0.5,2.1,0.0,0.3,13.4
96,2,2015-01-15 14:00:47,2015-01-15 14:16:01,1,1.56,-73.959274292,40.7743759155,1,N,-73.9763946533,40.7629394531,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
97,2,2015-01-15 14:00:47,2015-01-15 14:23:36,5,4.96,-73.9728622437,40.743522644,1,N,-73.9141235352,40.7649688721,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8
98,1,2015-01-26 12:41:08,2015-01-26 12:48:47,2,1.0,-73.9666366577,40.8046569824,1,N,-73.9544067383,40.8083724976,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
99,1,2015-01-26 12:41:09,2015-01-26 12:55:10,1,4.3,-73.9666442871,40.8044166565,1,N,-73.9911270142,40.7610702515,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
100,1,2015-01-26 12:41:09,2015-01-26 12:45:08,1,0.5,-73.9828109741,40.7452545166,1,N,-73.9800415039,40.7520751953,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
101,1,2015-01-26 12:41:09,2015-01-26 12:45:39,1,0.8,-73.9914932251,40.7389373779,1,N,-73.9885940552,40.7305107117,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
